N,T,suffix,model,method,pick_periods,n,objective,root_time,solving_time,MIP_gap,relaxation_gap,nodes,proportion_of_set_up_costs,proportion_of_holding_costs,set_up_costs_proportion_at_warehouse,set_up_costs_proportion_at_retailers,nb_set_ups_at_warehouse,nb_set_ups_at_retailers,holding_costs_warehouse,holding_costs_retailers,nb_variables,nb_binary_variables,nb_constraints,
50,15,DD_DF02,sp,total_sum,max_gap,1,69324.33999999997,0.08299398422241211,0.2902710437774658,0.0,4.1982124109272037e-16,0,0.8645304088001419,0.13546959119985866,0.692590058899104,0.307409941100896,15.0,445.0,0.0,1.0,41565,15,13755,
50,15,DD_DF08,tpc,consecutive_sum,max_gap,1,71034.16,0.10578608512878418,0.0640420913696289,0.0,0.27176353836895767,0,0.8672869503911921,0.132713049608808,0.7207460191212037,0.2792539808787962,15.0,448.0,0.0,1.0,35476,15,12826,
50,15,DD_DF02,sp,total_sum,max_gap,2,52737.38,0.10242986679077148,0.5248091220855713,0.0,1.379658529525628e-16,0,0.7055147601189138,0.2944852398810863,0.5218641653452307,0.4781358346547693,8.0,392.0,0.16203724570808953,0.8379627542919104,41565,15,13754,
50,15,DD_DF05,tpc,consecutive_sum,max_gap,2,52700.92,0.1477949619293213,0.19510889053344727,0.0,0.008980134186145815,0,0.7058890053532273,0.29411099464677265,0.5302545630493803,0.4697454369506196,8.0,395.0,0.16354923122183865,0.8364507687781615,35476,15,12826,
50,15,DD_DF09,tpc,consecutive_sum,max_gap,1,69520.09,0.10851597785949707,0.06743001937866211,0.0,0.28178588376395924,0,0.8685690711850345,0.13143092881496554,0.7058443601675969,0.29415563983240317,15.0,441.0,0.0,1.0,35476,15,12826,
50,15,DD_DF03,sp,total_sum,max_gap,1,72143.19,0.080718994140625,0.3014700412750244,0.0,0.0,0,0.8631029484557031,0.13689705154429693,0.7195464692373167,0.28045353076268326,15.0,443.0,0.0,1.0,41565,15,13755,
50,15,DD_DF06,tpc,consecutive_sum,max_gap,2,55288.74,0.09331202507019043,0.18640518188476562,0.0,0.05148964026551054,0,0.7238363543824656,0.2761636456175345,0.5852823588205897,0.4147176411794103,8.0,396.0,0.16645119374617678,0.8335488062538229,35476,15,12826,
50,15,DD_DF10,tpc,consecutive_sum,max_gap,1,72692.24999999999,0.14990901947021484,0.06769394874572754,0.0,0.27898544893025035,0,0.8654980414005621,0.1345019585994381,0.713534133354526,0.2864658666454741,15.0,436.0,0.0,1.0,35476,15,12826,
50,15,DD_DF03,sp,total_sum,max_gap,2,54159.91,0.09896087646484375,0.503544807434082,0.0,0.0,0,0.7269952996598406,0.27300470034015945,0.5582363996545944,0.44176360034540557,9.0,411.0,0.16715237682361106,0.832847623176389,41565,15,13754,
50,15,DD_DF04,sp,total_sum,max_gap,1,69139.9,0.07615494728088379,0.3057990074157715,0.0,0.0,0,0.8622083630436261,0.137791636956374,0.6996460503581433,0.30035394964185663,15.0,445.0,0.0,1.0,41565,15,13755,
50,15,DD_DF07,tpc,consecutive_sum,max_gap,2,56128.72,0.1587538719177246,0.20924997329711914,0.0,0.05337555057969138,0,0.7295373919091688,0.2704626080908311,0.5878186968838527,0.4121813031161473,8.0,389.0,0.15213375913658908,0.8478662408634107,35476,15,12826,
50,15,DD_DF01,sp,consecutive_sum,max_gap,1,67404.91999999998,0.13292407989501953,0.3048849105834961,0.0,0.26495948169164296,0,0.8557832276931716,0.14421677230682864,0.7052215519034741,0.2947784480965259,15.0,435.0,0.0,1.0,41596,15,13816,
50,15,DD_DF04,sp,total_sum,max_gap,2,51839.91,0.09470486640930176,0.5152521133422852,0.0,1.4035436431474178e-16,0,0.7124240763535276,0.28757592364647233,0.5214718942922127,0.4785281057077873,8.0,398.0,0.16578447280671804,0.834215527193282,41565,15,13754,
50,15,DD_DF08,tpc,consecutive_sum,max_gap,2,52753.740000000005,0.11562514305114746,0.1829829216003418,0.0,0.027454837009344653,0,0.7157028108338859,0.2842971891661143,0.5553554401949359,0.4446445598050641,8.0,399.0,0.1655249390908229,0.834475060909177,35476,15,12826,
50,15,DD_DF05,sp,total_sum,max_gap,1,67841.6,0.07531213760375977,0.2949028015136719,0.0,0.0,0,0.8566720124525364,0.14332798754746354,0.6828349220551292,0.31716507794487075,15.0,441.0,0.0,1.0,41565,15,13755,
50,15,DD_DF02,sp,consecutive_sum,max_gap,1,69324.33999999997,0.12966489791870117,0.31047701835632324,0.0,0.24108255003461465,0,0.8645304088001419,0.13546959119985866,0.692590058899104,0.307409941100896,15.0,445.0,0.0,1.0,41596,15,13816,
50,15,DD_DF09,tpc,consecutive_sum,max_gap,2,51641.93,0.12869477272033691,0.2050631046295166,0.0,0.04375067572674624,0,0.6988507207224827,0.3011492792775174,0.5348573011914658,0.4651426988085342,8.0,392.0,0.15834047606952958,0.8416595239304704,35476,15,12826,
50,15,DD_DF05,sp,total_sum,max_gap,2,52700.92,0.10596203804016113,0.5218009948730469,0.0,0.0,0,0.7058890053532273,0.2941109946467726,0.5302545630493803,0.4697454369506196,8.0,395.0,0.16354923122183865,0.8364507687781615,41565,15,13754,
